content;question;answer
"Pesepakbola Indonesia bertebaran di berbagai liga penjuru dunia musim ini. Berikut daftar 37 pemainIndonesiadi luar negeri musim ini.
Sebanyak 22 pemain sedang berkarier di Eropa. Liga Belanda jadi kompetisi Eropa terbanyak yang dihuni pemain asal Indonesia dengan 10 pemain.
Ada pula mereka yang berpentas di Amerika Serikat hingga Brasil. Maarten Paes jadi tumpuan FC Dallas di MLS, sementara Welber Jardim berpeluang besar menjadi andalan tim utama Sao Paulo.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Selain itu, pemain Indonesia juga mengadu nasib di negara-negara Asia. Liga Malaysia, Singapura, Thailand, Kamboja, hingga Jepang jadi titian karier mereka.
Beberapa dari pemain Indonesia yang berpentas di luar negeri merupakan penggawa andalan tim masing-masing. Di FC Twente misalnya, Mees Hilgers sudah mencatat 132 penampilan di semua kompetisi termasuk level Eropa.
Lalu di Italia, dua penggawa skuad Garuda kini memiliki bahtera baru. Emil Audero dipinjam Cremonese dari Como, sedangkan Jay Idzes direkrut Sassuolo dari Venezia sekaligus jadi salah satu pemain termahal di klub tersebut.

Lalu ada pula pemain-pemain muda potensial yang bisa membela Timnas Indonesia di masa depan. Dua contohnya adalah Matthew Baker yang membela Melbourne City dan Noha Pohan Simangunsong bersama NAC Breda U-15.
Sebenarnya masih ada banyak pemain keturunan Indonesia yang sedang meniti perjalanan sepak bola di luar negeri. Namun banyak dari mereka yang belum diketahui kejelasan administrasinya.
Bisa jadi nama-nama keturunan Indonesia tersebut hanya mengantongi paspor negara lain. Atau dapat pula yang bersangkutan belum sah sebagai WNI jika sedang menjalani proses naturalisasi.
1. Dean James - Go Ahead Eagles (Eredivisie, Belanda)
2. Nathan Tjoe-A-On - Willem II Tilburg (Eerste Divisie, Belanda)
3. Eliano Reijnders - PEC Zwolle (Eredivisie, Belanda)
4. Emil Audero - US Cremonese (Serie A, Italia)
5. Maarten Paes - FC Dallas (MLS, Amerika Serikat)
6. Mees Hilgers - FC Twente (Eredivisie, Belanda)
7. Justin Hubner - Fortuna Sittard (Eredivisie, Belanda)
8. Calvin Verdonk - NEC Nijmegen (Eredivisie, Belanda)
9. Kevin Diks - Borussia Monchengladbach (Bundesliga, Jerman)
10. Ivar Jenner - FC Utrecht (Eredivisie, Belanda)
11. Joey Pelupessy - Lommel SK (Divisi Kedua Liga Belgia)
12. Marselino Ferdinan - Oxford United (Championship, Inggris)
13. Ragnar Oratmangoen - FCV Dender EH (Divisi Pertama Liga Belgia)
14. Ole Romeny - Oxford United (Championship, Inggris)
15. Jay Idzes - Sassuolo (Serie A, Italia)
16. Sandy Walsh - Yokohama F. Marinos (J1 League, Jepang)
17. Ramadhan Sananta - DPMM FC (Klub Brunei Darussalam di Liga Malaysia)
18. Asnawi Mangkualam - Port FC (Liga Thailand)
19. Shayne Pattynama - Buriram (Liga Thailand)
20. Pratama Arhan - Bangkok United (Liga Thailand)
21. Dion Markx - Top OSS (Eerste Divisie, Belanda)
22. Tim Geypens - Emmen (Eerste Divisie, Belanda)
23. Reycredo Beremanda Bukit - Balestier Khalsa (Liga Singapura)
24. Amar Rayhan Brkic - Darmstadt 98 U-19 (Bundesliga U-19, Jerman)
25. Luke Xavier Keet - Spartak Pleven (Divisi Kedua Liga Bulgaria)
26. Alif Kusuma - North Wellington (Liga Selandia Baru)
27. Welber Jardim - Sao Paulo U-20 (Campeonato Paulista U-20, Brasil)
28. Mathew Baker - Melbourne City U-18 (Liga Australia)
29. Timothy Baker - Boroondara Eagles FC U-23 (Liga Semi-pro Australia)
30. Sulthan Zaky - MOI Kompong Dewa FC (Liga Kamboja)
31. Cyrus Margono - KF Dukagjini (Liga Kosovo)
32. Noha Pohan Simangunsong - NAC Breda U-15 (Belanda)
33. Eizar Jacob Tanjung - Sydney FC U-16 (Australia)
34. Lucas Raphael Lee - Ballistic United (Amerika Serikat)
35. Elkan Baggott - Ipswich Town (Championship, Inggris)
36. Nicholas Gunawan - Prospect United (Australia)
37. Kelvin Derek Susianto Bird - Gulf United B (Uni Emirat Arab)
[Gambas:Video CNN]";Di liga mana pemain Indonesia paling banyak berkarier di Eropa?;Liga Belanda menjadi kompetisi Eropa terbanyak yang dihuni pemain asal Indonesia dengan 10 pemain.
"Liga Super Malaysia2025/2026 yang dimulai Jumat (8/8) diprediksi akan kembali membosankan seperti dalam beberapa tahun terakhir karena dominasi Johor Darul Ta'zim (JDT).
""Banyak ketidakpastian dalam Super League, kecuali JDT,"" ujar pengamat sepak bola Malaysia Zulakbal Abdul Karim dikutip dariNew Straits Times.
Liga Super Malaysia musim 2025/2026 dimulai Jumat (8/8). JDT kembali difavoritkan menjadi juara Super League setelah 11 musim beruntun berhasil menjadi juara sejak 2014.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Rasanya beberapa klub hanya berpartisipasi di Super League tanpa tujuan. Pramusim terasa sepi, hampir tidak ada tim yang pergi ke luar negeri seperti dulu,"" ucap Zulakbal.
""Klub-klub tampaknya tidak memiliki dana yang cukup untuk persiapan pramusim yang memadai. Beberapa bahkan tidak peduli, karena mereka yakin tidak ada yang bisa menandingi JDT. Pola pikir seperti itu merugikan sepak bola Malaysia,"" katanya menambahkan.
JDT menjadi klub Super League Malaysia yang paling serius dalam pramusim. JDT menjalani training camp di Spanyol, menjalani uji coba melawan tim seperti Cardiff City, Levante hingga Al Riyadh.
Ketidakseriusan para rival JDT di Super League Malaysia membuat liga musim ini kembali mudah ditebak. Selain itu Zulakbal khawatir liga yang tidak kompetitif akan berpengaruh terhadap kualitas timnas Malaysia.



Timnas Malaysia dijadwalkan menghadapi Singapura (4 September) dan Palestina (8 September) pada FIFA Matchday selanjutnya. Selain itu Harimau Malaya akan menjalani Kualifikasi Piala Asia 2027 pada November mendatang.
""Jika pemain datang dalam kondisi tidak fit, kurang percaya diri, atau mengalami cedera, itu akan merugikan tim nasional. Singapura selalu menjadi derby yang sulit, dan Palestina nyaris lolos ke Piala Dunia 2026. Kami membutuhkan pemain terbaik di puncak performa,"" ucap Zulakbal.

[Gambas:Video CNN]
";Kapan Liga Super Malaysia 2025/2026 secara resmi dimulai?;Liga Super Malaysia 2025/2026 dimulai pada hari Jumat, 8 Agustus.
"Liga Super Malaysia2025/2026 yang dimulai Jumat (8/8) diprediksi akan kembali membosankan seperti dalam beberapa tahun terakhir karena dominasi Johor Darul Ta'zim (JDT).
""Banyak ketidakpastian dalam Super League, kecuali JDT,"" ujar pengamat sepak bola Malaysia Zulakbal Abdul Karim dikutip dariNew Straits Times.
Liga Super Malaysia musim 2025/2026 dimulai Jumat (8/8). JDT kembali difavoritkan menjadi juara Super League setelah 11 musim beruntun berhasil menjadi juara sejak 2014.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Rasanya beberapa klub hanya berpartisipasi di Super League tanpa tujuan. Pramusim terasa sepi, hampir tidak ada tim yang pergi ke luar negeri seperti dulu,"" ucap Zulakbal.
""Klub-klub tampaknya tidak memiliki dana yang cukup untuk persiapan pramusim yang memadai. Beberapa bahkan tidak peduli, karena mereka yakin tidak ada yang bisa menandingi JDT. Pola pikir seperti itu merugikan sepak bola Malaysia,"" katanya menambahkan.
JDT menjadi klub Super League Malaysia yang paling serius dalam pramusim. JDT menjalani training camp di Spanyol, menjalani uji coba melawan tim seperti Cardiff City, Levante hingga Al Riyadh.
Ketidakseriusan para rival JDT di Super League Malaysia membuat liga musim ini kembali mudah ditebak. Selain itu Zulakbal khawatir liga yang tidak kompetitif akan berpengaruh terhadap kualitas timnas Malaysia.



Timnas Malaysia dijadwalkan menghadapi Singapura (4 September) dan Palestina (8 September) pada FIFA Matchday selanjutnya. Selain itu Harimau Malaya akan menjalani Kualifikasi Piala Asia 2027 pada November mendatang.
""Jika pemain datang dalam kondisi tidak fit, kurang percaya diri, atau mengalami cedera, itu akan merugikan tim nasional. Singapura selalu menjadi derby yang sulit, dan Palestina nyaris lolos ke Piala Dunia 2026. Kami membutuhkan pemain terbaik di puncak performa,"" ucap Zulakbal.

[Gambas:Video CNN]
";Mengapa Liga Super Malaysia diprediksi akan membosankan?;Dominasi Johor Darul Ta'zim (JDT) yang terus-menerus dan kurangnya persiapan dari klub lain menjadi penyebabnya.
"Jay Idzesjadi bek dengan harga pasar paling mahal diSassuolodan sejauh ini merupakan pembelian pemain dengan harga tertinggi.
Berdasarkan situs Transfermarkt, Jay Idzes memiliki nilai pasar 7,5 juta euro atau setara dengan Rp143,2 miliar. Ia menjadi bek termahal sekaligus pemain dengan valuasi nomor tujuh paling tinggi di Sassuolo saat ini.
Di sektor pertahanan, harga pasar kapten Timnas Indonesia itu mengungguli Tarik Muharemovic. Pemain muda berusia 22 tahun itu memiliki harga pasar tujuh juta euro.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Jay Idzes juga jadi pembelian termahal Sassuolo di bursa transfer musim panas 2025. Sebelumnya, tim besutan Fabio Grosso itu mendatangkan Muharemovic dengan mahar tiga juta euro.
Selain itu, Sassuolo memboyong pemain anyar dengan status pinjaman seperti Ismael Kone, Sebastian Walukiewicz, dan Alieu Fadera. Ada juga pemain yang merapat dengan status bebas transfer yakni Patrick Nuamah.Jay Idzes sepakat dengan kontrak berdurasi empat tahun di Sassuolo. Mahar 8 juta euro atau sekitar Rp151 miliar digelontorkan I Neroverdi demi bersaing di Serie A usai kembali promosi musim ini.Kehadiran bek 25 tahun itu diharapkan menambah tebal dinding pertahanan. Setidaknya Sassuolo bertekad untuk tetap berada di kasta tertinggi Liga Italia.



Sebab Sassuolo tak main-main saat merekrut Jay Idzes. Mereka rela membayar eks pemain Venezia itu dengan gaji yang ditaksir mencapai 1,1 juta euro atau Rp20,8 miliar per tahun.Sassuolo akan memulai perjalanan musim ini menghadapi US Catanzaro di babak pertama Coppa Italia. Kemudian Jay Idzes dan kawan-kawan bakal menantang Napoli pada pekan pertama Liga Italia 2025/2026.

[Gambas:Video CNN]
";Berapa nilai pasar Jay Idzes saat ini menurut situs Transfermarkt?;Nilai pasar Jay Idzes adalah 7,5 juta euro atau setara dengan Rp143,2 miliar.
"Jay Idzesjadi bek dengan harga pasar paling mahal diSassuolodan sejauh ini merupakan pembelian pemain dengan harga tertinggi.
Berdasarkan situs Transfermarkt, Jay Idzes memiliki nilai pasar 7,5 juta euro atau setara dengan Rp143,2 miliar. Ia menjadi bek termahal sekaligus pemain dengan valuasi nomor tujuh paling tinggi di Sassuolo saat ini.
Di sektor pertahanan, harga pasar kapten Timnas Indonesia itu mengungguli Tarik Muharemovic. Pemain muda berusia 22 tahun itu memiliki harga pasar tujuh juta euro.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Jay Idzes juga jadi pembelian termahal Sassuolo di bursa transfer musim panas 2025. Sebelumnya, tim besutan Fabio Grosso itu mendatangkan Muharemovic dengan mahar tiga juta euro.
Selain itu, Sassuolo memboyong pemain anyar dengan status pinjaman seperti Ismael Kone, Sebastian Walukiewicz, dan Alieu Fadera. Ada juga pemain yang merapat dengan status bebas transfer yakni Patrick Nuamah.Jay Idzes sepakat dengan kontrak berdurasi empat tahun di Sassuolo. Mahar 8 juta euro atau sekitar Rp151 miliar digelontorkan I Neroverdi demi bersaing di Serie A usai kembali promosi musim ini.Kehadiran bek 25 tahun itu diharapkan menambah tebal dinding pertahanan. Setidaknya Sassuolo bertekad untuk tetap berada di kasta tertinggi Liga Italia.



Sebab Sassuolo tak main-main saat merekrut Jay Idzes. Mereka rela membayar eks pemain Venezia itu dengan gaji yang ditaksir mencapai 1,1 juta euro atau Rp20,8 miliar per tahun.Sassuolo akan memulai perjalanan musim ini menghadapi US Catanzaro di babak pertama Coppa Italia. Kemudian Jay Idzes dan kawan-kawan bakal menantang Napoli pada pekan pertama Liga Italia 2025/2026.

[Gambas:Video CNN]
";Untuk apa Sassuolo merekrut Jay Idzes dengan biaya yang besar?;Sassuolo merekrut Jay Idzes untuk memperkuat lini pertahanan dan bersaing di Serie A setelah promosi.
"PemainBarcelona,Marcus Rashfordtetap dapat nilai bagus walau penyelesaian akhirnya jadi sorotan saat menang 5-0 atas Como di Joan Gamper Trophy, Senin (11/8) dini hari WIB.
Barcelona menang dengan skor meyakinkan di laga ini berkat dua gol alias brace dari Fermin Lopez dan Lamine Yamal Satu gol lainnya dijaringkan Raphinha.
Rashford sebenarnya punya peluang untuk menempatkan namanya di papan skor pada masa injury time babak pertama. Striker asal Inggris itu sudah melewati kiper lawan tetapi tembakannya menggunakan kaki kiri justru melenceng di sisi kanan gawang yang kemudian viral di media sosial.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Rekan setimnya, Raphinha bereaksi dengan memegang kepala. Ia seperti tidak percaya Rashford gagal mencetak gol dari jarak dekat.
Meski jadi sorotan di laga Barcelona vs Como, Rashford tetap diberikan nilai yang bagus.Football Espanamemberikan nilai delapan untuk permainan Rashford saat menang atas Como.
Nilai yang diberikan untuk Rashford itu sama dengan yang didapatkan oleh Raphinha. Penyerang sayap asal Brasil itu mencetak satu gol di pertandingan ini.

Sedangkan Rashford memberikan satu assist untuk gol ketiga Barcelona yang dijaringkan oleh Raphinha. Kecepatan pemain yang dipinjam dari Manchester United itu juga merepotkan pertahanan Como.
Nilai yang didapatkan Rashford hanya kalah dari Fermin Lopez dan Yamal. Dua pemain jebolan akademi La Masia itu jadi bintang di laga ini dengan masing-masing mencetak dua gol.
[Gambas:Video CNN]";Siapakah pemain Barcelona yang mencetak dua gol alias brace pada pertandingan melawan Como?;Fermin Lopez dan Lamine Yamal mencetak masing-masing dua gol pada pertandingan tersebut.
"PemainBarcelona,Marcus Rashfordtetap dapat nilai bagus walau penyelesaian akhirnya jadi sorotan saat menang 5-0 atas Como di Joan Gamper Trophy, Senin (11/8) dini hari WIB.
Barcelona menang dengan skor meyakinkan di laga ini berkat dua gol alias brace dari Fermin Lopez dan Lamine Yamal Satu gol lainnya dijaringkan Raphinha.
Rashford sebenarnya punya peluang untuk menempatkan namanya di papan skor pada masa injury time babak pertama. Striker asal Inggris itu sudah melewati kiper lawan tetapi tembakannya menggunakan kaki kiri justru melenceng di sisi kanan gawang yang kemudian viral di media sosial.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Rekan setimnya, Raphinha bereaksi dengan memegang kepala. Ia seperti tidak percaya Rashford gagal mencetak gol dari jarak dekat.
Meski jadi sorotan di laga Barcelona vs Como, Rashford tetap diberikan nilai yang bagus.Football Espanamemberikan nilai delapan untuk permainan Rashford saat menang atas Como.
Nilai yang diberikan untuk Rashford itu sama dengan yang didapatkan oleh Raphinha. Penyerang sayap asal Brasil itu mencetak satu gol di pertandingan ini.

Sedangkan Rashford memberikan satu assist untuk gol ketiga Barcelona yang dijaringkan oleh Raphinha. Kecepatan pemain yang dipinjam dari Manchester United itu juga merepotkan pertahanan Como.
Nilai yang didapatkan Rashford hanya kalah dari Fermin Lopez dan Yamal. Dua pemain jebolan akademi La Masia itu jadi bintang di laga ini dengan masing-masing mencetak dua gol.
[Gambas:Video CNN]";Apa reaksi Raphinha ketika Rashford gagal mencetak gol di masa injury time babak pertama?;Raphinha bereaksi dengan memegang kepalanya, seolah tidak percaya dengan kegagalan Rashford.
"Inter Miami yang tidak diperkuat Lionel Messi menelan kekalahan telak 1-4 dari Orlando City dalam laga lanjutan Major League Soccer (MLS) di Inter & Co Stadium, Minggu (10/8) malam waktu setempat atau Senin (11/8) pagi WIB.
Messi harus absen karena masih dalam tahap pemulihan cedera. Problem itu juga membuatnya tidak bermain saat Inter Miami meladeni Pumas UNAM di ajang Leagues Cup, 7 Agustus lalu.
Absennya Messi membuat rekrutan anyar, Rodrigo De Paul dimainkan sebagai gelandang serang. Ia menyokong pergerakan Luis Suarez yang bertugas sebagai ujung tombak tim.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Bermain di kandang lawan, gawang Inter Miami sudah kebobolan saat laga baru berjalan dua menit. Gol tuan rumah dijaringkan Luis Muriel.
Namun, Inter Miami hanya butuh tiga menit untuk membuat skor imbang 1-1. Tembakan first time Yannick Bright meluncur deras ke arah gawang tanpa mampu dibendung kiper Orlando City, Pedro Gallese.
Muriel kembali menebar petaka buat Inter Miami. Mantan pemain Atalanta itu mencetak gol keduanya ke gawang Inter Miami untuk membawa Orlando City unggul 2-1 pada menit ke-50.
Orlando City semakin di atas angin usai kembali unggul. Hasilnya, tuan rumah bisa mencetak dua gol tambahan melalui Martin Ojeda (58') dan Marco Pasalic (88').
Kekalahan ini membuat Inter Miami tertahan di posisi keenam klasemen MLS dengan 42 poin. Sementara itu, Orlando City naik ke peringkat keempat dengan 44 poin.";Mengapa Lionel Messi tidak bermain dalam pertandingan Inter Miami melawan Orlando City?;Lionel Messi absen karena masih dalam proses pemulihan cedera yang juga membuatnya tidak bermain melawan Pumas UNAM.
"Inter Miami yang tidak diperkuat Lionel Messi menelan kekalahan telak 1-4 dari Orlando City dalam laga lanjutan Major League Soccer (MLS) di Inter & Co Stadium, Minggu (10/8) malam waktu setempat atau Senin (11/8) pagi WIB.
Messi harus absen karena masih dalam tahap pemulihan cedera. Problem itu juga membuatnya tidak bermain saat Inter Miami meladeni Pumas UNAM di ajang Leagues Cup, 7 Agustus lalu.
Absennya Messi membuat rekrutan anyar, Rodrigo De Paul dimainkan sebagai gelandang serang. Ia menyokong pergerakan Luis Suarez yang bertugas sebagai ujung tombak tim.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Bermain di kandang lawan, gawang Inter Miami sudah kebobolan saat laga baru berjalan dua menit. Gol tuan rumah dijaringkan Luis Muriel.
Namun, Inter Miami hanya butuh tiga menit untuk membuat skor imbang 1-1. Tembakan first time Yannick Bright meluncur deras ke arah gawang tanpa mampu dibendung kiper Orlando City, Pedro Gallese.
Muriel kembali menebar petaka buat Inter Miami. Mantan pemain Atalanta itu mencetak gol keduanya ke gawang Inter Miami untuk membawa Orlando City unggul 2-1 pada menit ke-50.
Orlando City semakin di atas angin usai kembali unggul. Hasilnya, tuan rumah bisa mencetak dua gol tambahan melalui Martin Ojeda (58') dan Marco Pasalic (88').
Kekalahan ini membuat Inter Miami tertahan di posisi keenam klasemen MLS dengan 42 poin. Sementara itu, Orlando City naik ke peringkat keempat dengan 44 poin.";Siapakah pemain Orlando City yang mencetak dua gol ke gawang Inter Miami?;Luis Muriel mencetak dua gol untuk Orlando City ke gawang Inter Miami dalam pertandingan tersebut.
"PelatihLiverpool, Arne Slot mengaku timnya mengendalikan permainan saat dikalahkan Crystal Palace di pentas Community Shield.
The Reds harus mengakui keunggulan Crystal Palace di Stadion Wembley, London, Minggu (10/8). Liverpool kalah adu penalti 2-3 setelah skor imbang 2-2 dalam waktu normal.
Liverpool sebenarnya bisa dua kali unggul melalui gol Hugo Ekitike dan Jeremie Frimpong. Namun, rapuhnya pertahanan membuat Palace bisa dua kali membobol gawang Alisson Becker lewat tendangan penalti Jean-Philippe Mateta dan Ismaila Sarr.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Di pertandingan ini kami unggul dua kali dan menurut saya kami mengendalikan permainan hingga mereka mencetak gol menjadi 2-2,"" ujar Slot seperti dikutip dari laman resmi Liverpool.
""Setelah skor 2-2, kami mungkin bisa dibilang beruntung bisa mencapai adu penalti.""
Slot melihat ada hal positif dari kekalahan di Community Shield. Anak asuhnya bisa lebih leluasa menciptakan peluang tetapi justru agak bermasalah di pertahanan.
""Sekarang kami lebih baik dalam menciptakan dan mendapatkan situasi menjanjikan dibandingkan sepanjang musim lalu,"" kata pelatih asal Belanda itu.



""Di sisi lain, yang membuat kami sangat kuat musim lalu adalah kami biasanya menang dengan selisih satu gol, dan itu karena kami sering membuat clean sheet atau maksimal kebobolan hanya satu gol.""
Liverpool akan memulai kiprah di Liga Inggris musim 2025/2026 dengan menjamu Bournemouth di Stadion Anfield, Sabtu (16/8) dini hari WIB.

[Gambas:Video CNN]
";Bagaimana perasaan Arne Slot mengenai kendali timnya saat melawan Crystal Palace?;Arne Slot merasa timnya mengendalikan permainan meskipun akhirnya kalah dalam adu penalti melawan Crystal Palace.
